datetime;cpu_percent;gpu_percent;cpu_temperature;gpu_temperature;motivo_chamado;id_empresa;mac_address
2025-11-02 00:00:00;59.3;91.6;86;49;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 03:00:00;33.9;84.8;58;75;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 06:00:00;97.6;42.2;71;67;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 09:00:00;64.0;87.5;47;75;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 12:00:00;71.5;58.6;61;73;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 15:00:00;90.5;68.0;72;42;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 18:00:00;90.2;38.9;76;52;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-02 21:00:00;99.5;36.1;48;72;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 00:00:00;96.3;56.5;41;80;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 03:00:00;86.8;38.9;63;74;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 06:00:00;79.9;50.9;74;67;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 09:00:00;91.8;60.5;60;75;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 12:00:00;61.9;79.6;72;41;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 15:00:00;35.4;91.2;86;61;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 18:00:00;89.7;68.5;54;86;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-03 21:00:00;41.3;75.2;45;82;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 00:00:00;12.9;10.5;36;33;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 00:00:00;14.8;11.4;37;34;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 00:00:00;18.5;14.2;39;35;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 03:00:00;19.6;15.1;40;35;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 03:00:00;20.7;16.8;41;36;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 03:00:00;25.1;19.3;43;38;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 06:00:00;30.3;23.7;45;39;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 06:00:00;32.5;26.2;47;40;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 06:00:00;37.8;28.7;49;42;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 09:00:00;25.8;21.4;42;38;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 09:00:00;26.3;23.7;43;38;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 09:00:00;29.4;26.1;45;40;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 12:00:00;18.4;14.7;38;34;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 12:00:00;19.9;16.1;39;35;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 12:00:00;21.6;18.2;40;37;Temperatura da GPU (°C) acima do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 15:00:00;39.5;30.8;48;43;Temperatura da GPU (°C) acima do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 15:00:00;40.8;32.5;49;43;Uso de GPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 15:00:00;41.3;33.9;50;44;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 18:00:00;33.2;25.6;46;41;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 18:00:00;35.7;27.4;47;42;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-04 18:00:00;36.6;28.1;47;41;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 21:00:00;22.7;20.4;41;37;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-04 21:00:00;24.2;21.9;42;38;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-04 21:00:00;26.8;22.3;43;39;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-05 00:00:00;29.8;24.9;44;39;Uso de CPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-05 00:00:00;31.1;25.7;45;40;Temperatura da GPU (°C) acima do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-05 00:00:00;31.9;26.5;46;41;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-05 03:00:00;75.0;78.0;65;70;Uso de GPU (%) abaixo do esperado;2;ff:ee:dd:cc:bb:aa
2025-11-05 03:00:00;65.0;70.0;65;60;Uso de CPU (%) abaixo do esperado;2;e8:5c:5f:1e:b4:1d
2025-11-05 03:00:00;80.7;84.0;60;65;Uso de GPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
