datetime;cpu_percent;gpu_percent;cpu_temperature;gpu_temperature;motivo_chamado;id_empresa;mac_address
2025-11-19 00:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 03:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 06:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 09:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 18:00:00;0;20;100;100;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 00:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 03:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 06:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 09:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 18:00:00;0;20;100;100;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 21:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 00:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 03:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 06:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 09:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;77:88:99:aa:bb:cc
2025-11-19 12:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 03:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 06:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 09:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 12:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 15:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 18:00:00;79;61;100;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
2025-11-19 21:00:00;79;61;64.9;55.7;Uso de CPU (%) abaixo do esperado;2;a1:b2:c3:d4:e5:f6
